锂电池型号,电芯品牌,电压(V),容量(Ah),尺寸(mm),总重量(kg),模组串并联方式,适用叉车型号,单体电芯容量(Ah),模组配置(串S并P联）,对应铅酸电池电压(V),含配重(kg),电池详情,长(mm),宽(mm),高(mm),锂电池型号编码,电芯品牌编码
F80690G,瑞浦,80.0,690.0,1040x1007x840,2210.0,N/A,N/A,230,25S3P,80,1609,型号：F80690G叉车项目： 电芯：瑞浦230Ah ，组合方式：25S3P 电压：80V 容量：690Ah 电量：55.2KWh（箱体尺寸：1040*1007*840mm）总重量：2210KG，带配重，铁块重量：1609KG，带加热功能，带4G模块，BMS-自研。,1040.0,1007.0,840.0,1493,1
F24460N,瑞浦,25.6,460.0,790x330x784,510.0,N/A,Crown PE4000-60,230,8S2P,24,378,型号：F24460N叉车项目： 电芯：瑞浦230 组合方式：8S2P 电压：25.6V 容量：460Ah 电量：11.776KWh（790x330x784mm），配重378KG，总重量510KG，带加热功能，带4G模块，BMS-自研。（叉车型号:Crown PE4000-60）,790.0,330.0,784.0,327,1
F24304B,EVE,25.6,304.0,785x210x778,,N/A,N/A,304,8S1P,24,-,型号：F24304B叉车项目： 电芯：EVELF304 组合方式：8S1P 电压：25.6V 容量：315Ah 电量：7.782KWh（785x210x778mm）。,785.0,210.0,778.0,228,0
F24230W,瑞浦,25.6,230.0,621x209x625,170.0,N/A,TCM PAL 20R,230,8S1P,24,88,型号：F24230W叉车项目; 电芯：瑞浦230Ah ，组合方式：8S1P； 电压：25.6V； 容量：230Ah； 电量：5.888KWh（箱体尺寸：621*209*625mm）;配重88KG；总重量：170KG，带4G模块，带加热功能，带灭火功能，自研BMS。（叉车型号：TCM PAL 20R）,621.0,209.0,625.0,185,1
F48690AE,EVE,51.2,690.0,1000x970x520,1406.0,N/A,N/A,230,16S3P,48,956,型号：F48690AE叉车项目： 电芯：EVE230Ah ，组合方式：16S3P 电压：51.2V 容量：690Ah 电量：35.328KWh（箱体尺寸：1000*970*520mm）总重量：1406kg，带配重，铁块重量：956kg，带加热功能，带4G模块，BMS-自研。,1000.0,970.0,520.0,1190,0
F36690AT,瑞浦,38.4,690.0,985x635x645,950.0,N/A,Clark SE20T,230,12S3P,36,650,"型号：F36690AT叉车项目；电芯：瑞浦LF230Ah；组合方式：12S3P； 电压：38.4V； 容量：690Ah ；电量：26.496KWh（箱体尺寸：985*635*645mm），配重：650KG，总重量：950KG，带加热功能，带4G模块，放电接头为Anderson SB350A Gray ,放电线长为1.3Ｍ, 显示屏线长3.6M;BMS-自研。（叉车型号：Clark SE20T）",985.0,635.0,645.0,500,1
F24160V,EVE,25.6,160.0,619x207x622,187.0,N/A,Crown WT,160,8S1P,24,0,型号：F24160V叉车项目： 电芯：EVELF160 组合方式：8S1P 电压：25.6V 容量：160Ah 电量：4.096KWh（尺寸： 619*207*622mm）不带配重；总重量：187kg，不带加热功能，带4G模块，自研BMS。(叉车型号：CROWN WT；放电插头： SBE 160A),619.0,207.0,622.0,84,0
F24200E,瑞浦,25.6,200.0,624x212x627,200.0,N/A,Linde T20,100,8S2P,24,107,型号：F24200E叉车项目： 电芯：瑞浦LF100 组合方式：8S2P 电压：25.6V 容量：200Ah 电量：5.12KWh（624*212*627mm）配重：107KG，总重量：200KG，带加热，带4G，BMS-自研。（叉车型号：Linde T20 ）,624.0,212.0,627.0,89,1
F36628B,瑞浦,38.4,628.0,970x434x750,111.3,N/A,Yale ESC040AD,314,12S2P,36,833.6,"型号：F36628B叉车项目； 电芯：瑞浦314 ，组合方式：12S2P； 电压：38.4V； 容量：628Ah； 电量：24.115KWh（箱体尺寸：970*434*750mm）配重833.6KG，总重1111.3KG，带加热和4G模块 ，放电插头：SB350 Gray,充电插头：Anderson Euro A320 Female A系列,充电器：Ecotec Charger,BMS-自研。（叉车型号：Yale ESC040AD）",970.0,434.0,750.0,474,1
F48560DH,瑞浦,51.2,560.0,830x630x627,813.0,N/A,Hyster J1.6XN,280,16S2P,48,503,型号：F48560DH叉车项目；电芯：瑞浦LF280Ah，组合方式：16S2P， 电压：51.2V， 容量：560Ah， 电量：28.672KWh（尺寸：830*630*627mm，）配重503KG；总重量：813kg，带加热，带4G，放电线接口为Rema 320母头，线长1.5m；显示屏线长4M；BMS-自研。（叉车型号：Hyster J1.6XN）,830.0,630.0,627.0,1086,1
F48280AI,瑞浦,51.2,280.0,960x365x565,650.0,N/A,Toyota FBR18,280,16S1P,48,410,型号：F48280AI冷库叉车项目； 电芯：瑞浦LF280Ah ；组合方式：16S1P； 电压：51.2V； 容量：280Ah ；电量：14.336KWh，箱体尺寸：960*365*565mm，配重410KG，总重量：650KG，带4G模块，带加热功能，放电插头  Anderson SB175A，BMS-自研。（叉车型号：8FBR18）,960.0,365.0,565.0,652,1
F48608G,EVE,51.2,608.0,1026x568x780,910.0,N/A,N/A,304,16S2P,48,541,型号：F48608G叉车项目： 电芯：EVELF304 组合方式：16S2P 电压：51.2V 容量：608Ah 电量：31.1296KWh。（箱体尺寸：1026×568×780mm）带配重，铁块重量：541kg，总重量：910kg，不带4G模块功能，带加热功能，BMS-自研。(日本住友,1026.0,568.0,780.0,1161,0
F48460CW,瑞浦,51.2,460.0,1028x570x588,1000.0,N/A,Sumitomo 8FB25PXIV,230,16S2P,48,775,型号：F48460CW叉车项目：；电芯：瑞浦LF230Ah；组合方式：16S2P； 电压：51.2V； 容量：460Ah ；电量：23.552KWh。（箱体尺寸：1028*570*588mm）配重775KG；总重量1000KG，带4G模块，带加热功能，内箱用 F48460C-C ；BMS-自研。（叉车型号：住友 8FB25PXIV）,1028.0,570.0,588.0,929,1
F48628E,瑞浦,51.2,628.0,1118x635x559,1341.0,N/A,Bendi B40,314,16S2P,48,955,型号：F48628E叉车项目： 电芯：瑞浦314Ah；组合方式：16S2P ；电压：51.2V； 容量：628Ah ；电量：32.154KWh，箱体尺寸：1118*635*559mm，配重955KG，总重量1341KG，带加热功能，带4G模块，放电插头: SB350 Blue，自研BMS。(叉车型号： Bendi B40 ),1118.0,635.0,559.0,1183,1
F48460G,EVE,51.2,460.0,424x1220x784,1100.0,N/A,N/A,230,16S2P,48,781,型号：F48460G叉车项目： 电芯：EVE230Ah ，组合方式：16S2P 电压：51.2V 容量：460Ah 电量：23.552KWh（箱体尺寸：424 x 1220 x 784mmmm）带配重，，配重方式：铁板；配重重量：781KG；总重量1100KG。,424.0,1220.0,784.0,978,0
F48280D-A,EVE,51.2,280.0,815x740x475,,N/A,Toyota 7FB15,280,16S1P,48,500,客户：匹配丰田7FB15型号叉车，型号：F48280D-A叉车项目： 电芯：EVELF280 箱体尺寸：815*740*475mm，组合方式：16S1P 电压：51.2V 容量：280Ah 电量：14.336KWh，带配重，铁块总量：500kg。,815.0,740.0,475.0,657,0
F48560AY,瑞浦,51.2,560.0,820x780x460,312.0,N/A,N/A,280,16S2P,48,0,型号：F48560AY 叉车项目： 电芯：瑞浦280Ah 组合方式：16S2P 电压：51.2V 容量：560Ah 电量：28.762KWh。（箱体尺寸： 820×780×460mm) 不带配重，总重量：312kg，带4G模块，带加热，BMS-自研，（显示屏：韩文）,820.0,780.0,460.0,1026,1
F24100C-A,EVE,25.6,100.0,635x215.9x538,,N/A,N/A,100,8S1P,24,-,型号：F24100C-A叉车项目： 电芯：EVELF105 组合方式：8S1P 电压：25.6V 容量：100Ah 电量：2.688KWh（635*215.9*538mm）带加热功能，不带4G模块（F24100C延伸项目只是尺寸不一样）,635.0,215.9,538.0,6,0
F36608R,EVE,38.4,608.0,980x450x785,1050.0,N/A,Hyster N45ZR3,304,12S2P,36,750,型号：F36608R叉车项目： 电芯：EVE304Ah ，组合方式：12S2P 电压：38.4V 容量：608Ah 电量：23.347KWh（箱体尺寸：980*450*785mm）总重量：1050kg，带配重，铁块重量750kg）带4G模块功能，无加热功能，BMS-自研。（叉车型号Hyster N45ZR3）,980.0,450.0,785.0,468,0
F48420AP,EVE,51.2,420.0,970x831x571,,N/A,N/A,105,16S4P,48,1195,型号：F48420AP叉车项目： 电芯：EVE105Ah ，组合方式：16S4P 电压：51.2V 容量：420Ah 电量：21.504KWh，尺寸：（970×831×571mm）带配重，铁块重量：1195kg，自研BMS，带4G模块，带加热功能 。,970.0,831.0,571.0,769,0
F48460EN,瑞浦,51.2,460.0,1030x529x627,905.0,N/A,Still Rx20-16P,230,16S2P,48,635,"型号：F48460EN叉车项目： 电芯：瑞浦230Ah ，组合方式：16S2P ，电压：51.2V， 容量：460Ah ，电量：23.552KWh，尺寸：1030*529*627mm，配重635KG，重量：905kg，带4G模块，带加热功能 ，放电接头为Rema 320A Female ,放电线长为1.3Ｍ, 显示屏线长3M，自研BMS(叉车型号：Still rx20-16p)",1030.0,529.0,627.0,963,1
F48420A,EVE,51.2,420.0,988x629x635,,N/A,N/A,105,16S4P,48,-,型号：F48420A叉车项目： 电芯：EVE105Ah 箱体尺寸：988x629x635mm，组合方式：16S4P 电压：51.2V 容量：420Ah 电量：21.504KWh。,988.0,629.0,635.0,752,0
F80460AK,EVE,80.0,460.0,960x950x585,1466.0,N/A,Toyota FBHJ35,230,25S2P,80,1005,型号：F80460AK叉车项目： 电芯：EVE230Ah ，组合方式：25S2P， 电压：80V ，容量：460Ah ，电量：36.8KWh（箱体尺寸：960*950*585mm），配重1005kg，总重量1466KG，带加热功能，带4G模块，自研BMS。（叉车型号：TOYOTA 8FBH30 (8FBHJ35)）,960.0,950.0,585.0,1396,0
F24420J,EVE,25.6,420.0,335x790x803,,N/A,N/A,105,8S4P,24,269,型号：F24420J叉车项目： 电芯：EVELF105 组合方式：8S4P 电压：25.6V 容量：420Ah 电量：10.752KWh（尺寸：335×790×803mm），带配重，铁块重量：269kg，BMS-自研，带加热功能，带4G模块功能。,335.0,790.0,803.0,297,0
F801120E,瑞浦,80.0,1120.0,1495x1190x720,3700.0,N/A,Kalmar ECG90-6L,280,25S4P,80,2650,型号：F801120E叉车项目： 电芯：瑞浦280Ah ，组合方式：25S4P， 电压：80V ，容量：1120Ah， 电量：89.6KWh。（外箱箱体尺寸：1495*1190*720MM；内箱箱箱体尺寸：1475*740*628MM；）配重：2650KG，总重量：3700KG，带4G模块功能，带加热功能，BMS-自研。（叉车型号：KALMAR  ECG90-6L）,1495.0,1190.0,720.0,1335,1
F36690CE,瑞浦,38.4,690.0,980x510x760,1190.0,N/A,Nobelift RT15DP,230,12S3P,36,835,型号：F36690CE叉车项目： 电芯：瑞浦230Ah ，组合方式：12S3P 电压：38.4V 容量：690Ah 电量：26.496KWh（箱体尺寸：980*510*760mm）配重835KG，总重1190KG4，BMS-自研。（叉车型号：Nobelift RT15DP）,980.0,510.0,760.0,535,1
F48314N,瑞浦,51.2,314.0,1223x283x784,760.0,N/A,Hyster R1.4,314,16S1P,48,500,"型号：F48314N叉车项目： 电芯：瑞浦314； 组合方式：16S1P， 电压：51.2V ，容量：314Ah， 电量：16.07KWh,箱体尺寸：1223*283*784mm,配重500KG，总重量760KG；带加热功能，带4G模块，放电线接口为Rema 320母头，线长1.3m；显示屏线长3M,BMS-自研。（叉车型号：Hyster R1.4）",1223.0,283.0,784.0,694,1
F24100G-I,EVE,25.6,105.0,635x180x538,55.0,N/A,Crown WP4500,105,8S1P,24,-,"型号：F24100G-I叉车项目： 电芯：EVELF105 ,组合方式：8S1P ,电压：25.6V ,容量：105Ah ,电量：2.56KWh，箱体尺寸：635*180*538mm，总重量：55KG，放电插头：Anderson SB175 Gray，配4G模块和加热功能，加顶盖，自研BMS。（叉车型号：Crown WP4500）",635.0,180.0,538.0,19,0
F24105B,EVE,25.6,105.0,650x200x350,,N/A,N/A,105,8S1P,24,0,型号：F24105B叉车项目： 电芯：EVELF105 组合方式：8S1P 电压：25.6V 容量：105Ah 电量：2.688KWh（650*200*350mmmm）不需要配重。,650.0,200.0,350.0,34,0
F24460P,瑞浦,25.6,460.0,772x314x762,409.0,N/A,N/A,230,8S2P,24,235,型号：F24460P叉车项目： 电芯：瑞浦230 组合方式：8S2P 电压：25.6V 容量：460Ah 电量：11.776KWh（772x314x762mm），配重235KG，总重量409KG，带加热功能，带4G模块，BMS-自研；充电器：Posi-charge Chargers （与F48560CI 项目采用相同的通讯协议）。（叉车型号:客户未确认）,772.0,314.0,762.0,328,1
F36942B,瑞浦,38.4,942.0,973x511x749,1136.0,N/A,Yale NDR035EC,314,12S3P,36,-,型号：F36942B叉车项目； 电芯：瑞浦314Ah ；组合方式：12S3P； 电压：38.4V； 容量：942Ah ；电量：36.172KWh（箱体最大尺寸：973*511*749mm）总重量：1136KG；不带加热功能，不带4G模块，放电插头：SB350Gray，BMS-自研。（叉车型号：YALE NDR035EC）,973.0,511.0,749.0,615,1
F80460AL,瑞浦,83.2,460.0,995x1028x768,1450.0,N/A,Toyota FB45,230,26S2P,80,959,"型号：F80460AL叉车项目： 电芯：瑞浦230Ah ，组合方式：26S2P, 电压：83.2V ,容量：460Ah ,电量：38.272KWh,箱体尺寸：995*1028*768mm，配重959kg，总重量1450KG，不带加热功能，带4G模块，自研BMS。（叉车型号：丰田7FB45）",995.0,1028.0,768.0,1397,1
F24210U,EVE,25.6,210.0,621x209x627,,N/A,N/A,105,8S2P,24,0,型号：F24210U叉车项目： 电芯：EVELF105 组合方式：8S2P 电压：25.6V 容量：210Ah 电量：5.376KWh（621*209*627mm）不带配重。带加热，带4G模块，自研BMS。,621.0,209.0,627.0,148,0
F48315Q,EVE,51.2,315.0,987x532x630,760.0,N/A,N/A,105,16S3P,48,520,型号：F48315Q叉车项目： 电芯：EVELF105 组合方式：16S3P 电压：51.2V 容量：315Ah 电量：16.128KWh（箱体尺寸：987×532×630mm），带配重，铁块重量：520kg，总重量760kg，带加热功能，带4G模块功能，BMS-自研。,987.0,532.0,630.0,726,0
F24150H,瑞浦,25.6,150.0,827x216x462,147.0,N/A,N/A,50,8S3P,24,0,型号：F24150H叉车项目： 电芯：瑞浦50Ah ，组合方式：8S3P 电压：25.6V 容量：150Ah 电量：3.84KWh（箱体尺寸：827x216x462mm，不带配重，总重量147kg，带加热，带4G模块，自研BMS。,827.0,216.0,462.0,54,1
F48460CK,EVE,51.2,460.0,905x815x479,880.0,N/A,Toyota 8FB25,230,16S2P,48,580,型号：F48460CK叉车项目： 电芯：EVE230Ah ，组合方式：16S2P 电压：51.2V 容量：460Ah 电量：23.552KWh（箱体尺寸：905*815*479mm）带配重580KG，总重量：880KG，带加热功能，带4G模块，BMS-自研。（叉车型号：toyota 8FB25）,905.0,815.0,479.0,920,0
F48690H-A,EVE,51.2,690.0,970x831.8x517.5,,N/A,N/A,230,16S3P,48,1080,型号：F48690H-A叉车项目： 电芯：EVE230Ah ，组合方式：16S3P 电压：51.2V 容量：690Ah 电量：35.328KWh（箱体尺寸：970*831.8*517.5mm）带配重，铁块重量：1080kg，（充电头为Euro 320 (母插））带加热功能，带4G模块，BMS-自研,970.0,831.8,517.5,1266,0
F24230AL,瑞浦,25.6,230.0,620x202x623,212.0,N/A,Crown WP3080,230,8S1P,24,-,"型号：F24230AL叉车项目; 电芯：瑞浦230Ah ，组合方式：8S1P； 电压：25.6V； 容量：230Ah； 电量：5.888KWh，箱体尺寸：620*202*623mm）;总重量：212KG，带4G模块，带加热，加顶盖，放电插头：Anderson SB175 Gray,充电头：REMA 320，屏幕线3米，自研BMS。（叉车型号：Crown WP3080）",620.0,202.0,623.0,167,1
F24150M,瑞浦,25.6,150.0,624x212x627,200.0,N/A,Linde T20,50,8S3P,24,130,型号：F24150M叉车项目： 电芯：瑞浦50Ah ，组合方式：8S3P 电压：25.6V 容量：150Ah 电量：3.84KWh（箱体尺寸：624x212x627mm，配重130KG，总重量200kg，带加热，带4G模块，自研BMS。（叉车型号：Linde T20）,624.0,212.0,627.0,59,1
F48420R,EVE,51.2,420.0,950x365x570,,N/A,N/A,105,16S4P,48,0,型号：F48420R叉车项目： 电芯：EVE105Ah ，组合方式：16S4P 电压：51.2V 容量：420Ah 电量：21.504KWh（箱体尺寸：950*365*570mm）不带配重，自研BMS，4G模块。,950.0,365.0,570.0,845,0
F48304L,EVE,51.2,304.0,770x489x500,390.0,N/A,Toyota CBT6,304,16S1P,48,185,"型号：F48304L叉车项目： 电芯：EVE LF304 ,组合方式：16S1P, 电压：51.2V ,容量：304Ah, 电量：15.565KWh,箱体尺寸：770*489*500mm,带配重185KG，总重量390KG，带加热功能，不带4G模块，自研BMS。(叉车型号：TOYOTA CBT6)",770.0,489.0,500.0,686,0
F24690C,瑞浦,25.6,690.0,320x910x810,844.0,N/A,N/A,230,8S3P,24,619,"型号：F24690C 叉车项目： 电芯：瑞浦230Ah 组合方式：8S3P 电压：25.6V 容量：690Ah 电量：17.664KWh。（箱体尺寸：320 x 910 x 810mm)  带配重，铁块重量619kg,总重量：844kg， BMS-自研，带4G模块，带加热功能。",320.0,910.0,810.0,369,1
F24100L,EVE,25.6,100.0,660x145x590,155.0,N/A,N/A,50,8S2P,24,75,型号：F24100L叉车项目： 电芯：瑞普50Ah 组合方式：8S2P 电压：25.6V 容量：100Ah 电量：2.56KWh（660*145*590mm）带配重，铁块重量：75KG，总重量：155KG，带加热功能，带4G功能，自研BMS。,660.0,145.0,590.0,21,0
F48628A,瑞浦,51.2,628.0,901x673x571,1111.0,N/A,Hyster E35XN,314,16S2P,48,787,型号：F48628A叉车项目： 电芯：CALB-LFP-314A 组合方式：16S2P 电压：51.2V 容量：628Ah 电量：32.153KWh。（箱体尺寸：901x673x571mm)配重787KG，总重量1111KG，带加热功能，带4G模块，自研BMS。(叉车型号：Hyster E35XN),901.0,673.0,571.0,1179,1
F48690AM(B箱),EVE,51.2,690.0,415x510x784,860.0,N/A,N/A,230,16S3P,48,370,型号：F48690AM叉车项目： 电芯：EVE230Ah ，组合方式：16S3P 电压：51.2V 容量：690Ah 电量：35.328KWh（A箱尺寸：832*490*784mm；B箱尺寸：415*510*784mm）A箱带配重，铁块重量：370kg，总重量：860KG，B箱为纯配重，带加热功能，带4G模块，BMS-自研。,415.0,510.0,784.0,1194,0
F80400C,EVE,80.0,400.0,1030x580x620,440.0,N/A,N/A,100,25S4P,80,0,型号：F80400C叉车项目： 电芯：EVE105Ah ，组合方式：25S4P 电压：80V 容量：400Ah 电量：32KWh（箱体尺寸：1030*580*620mm），不带配重，总重量：440KG，带加热功能，带4G模块，BMS-自研。,1030.0,580.0,620.0,1355,0
F24320APR-B,EVE,25.6,320.0,624x284x627,284.0,N/A,N/A,160,8S2P,24,193,型号：F24320APR-B叉车项目： 电芯：EVELF160 组合方式：8S2P 电压：25.6V 容量：320Ah 电量：8.192KWh（624×284×627mm）带配重，铁块重量193kg，总重量284kg，带加热功能，带4G模块，BMS-自研。,624.0,284.0,627.0,268,0
F24210AW-A,EVE,25.6,210.0,624x212x627,212.0,N/A,Crown WP2320,105,8S2P,24,140,型号：F24210AW-A叉车项目： 电芯：EVELF105 组合方式：8S2P 电压：25.6V 容量：210Ah 电量：5.376KWh（624*212*627mm）配重：140KG，总重量：212KG，带加热，带4G，BMS-自研。（叉车型号：CROWN WP2320；客户103097）,624.0,212.0,627.0,123,0
F36690AU,EVE,38.4,690.0,970x617x571.5,998.0,N/A,N/A,230,12S3P,36,720,型号：F36690AU叉车项目： 电芯：EVE230Ah ，组合方式：12S3P 电压：38.4V 容量：690Ah 电量：26.496KWh（箱体尺寸：970*617*571.5mm）配重重量：720kg，总重量998kg，带4G模块，带加热功能，BMS-自研。,970.0,617.0,571.5,501,0
F36460D,瑞浦,38.4,460.0,970x340x749,771.0,N/A,N/A,230,12S2P,36,516,型号：F36460D叉车项目： 电芯：瑞浦230Ah ，组合方式：12S2P 电压：38.4V 容量：460Ah 电量：17.664KWh（箱体尺寸：970mmx340mmx749mmmm）配重516KG，总重量771KG，带4G模块，带加热功能，BMS-自研。（UL认证）,970.0,340.0,749.0,392,1
F48560DX,瑞浦,51.2,560.0,970x755x571,1225.0,N/A,Hyster E50XN,280,16S2P,48,875,型号：F48560DX叉车项目； 电芯：瑞浦LF280Ah； 组合方式：16S2P ；电压：51.2V ；容量：560Ah ；电量：28.672KWh，箱体尺寸：970*755*571mm) ，总重量1225KG，配重875KG， 带４G模块，带加热功能， 充电插头：Anderson Euro A320 Female A系列 (适配 Ecotec)，放电插头: 6321-SB350 Blue，自研BMS。（叉车型号：Hyster E50XN）,970.0,755.0,571.0,1098,1
F48420AC,EVE,51.2,420.0,985x535x610,,N/A,N/A,105,16S4P,48,440,型号：F48420AC叉车项目： 电芯：EVE105Ah ，组合方式：16S4P 电压：51.2V 容量：420Ah 电量：21.504KWh（箱体尺寸：985*535*610mm）带配重，配重方式：铁板；配重重量：440KG；自研BMS。,985.0,535.0,610.0,755,0
F48420CR,EVE,51.2,420.0,814x524x620,625.0,N/A,Hyster T6.0UT,105,16S4P,48,245,"型号：F48420CR叉车项目： 电芯：EVELF105 ，组合方式：16S4P ，电压：51.2V， 容量：420Ah， 电量：21.5KWh，箱体尺寸：814*524*620mm，配重245KG，总重量625KG，带4G模块，不带加热功能，放电接头为Rema 160A Grey,放电线长为1.3Ｍ, 显示屏线长３M，BMS-自研。(叉车型号：Hyster T6.0UT)",814.0,524.0,620.0,819,0
F48690AT,瑞浦,51.2,690.0,980x673x596,1180.0,N/A,Hyundai,230,16S3P,48,850,型号：F48690AT叉车项目： 电芯：亿纬230Ah ，组合方式：16S3P 电压：51.2V 容量：690Ah 电量：35.328KWh（箱体尺寸：980*673*596mm）带配重，铁块重量：850kg，总重量：1180kg，带加热功能，不带4G模块，BMS-自研。(韩国现代，带通讯协议）需要UL38.3认证,980.0,673.0,596.0,1202,1
